    2    0.19058E-06    0.37938E-06    0.76487E-08    0.10914E+04    0.29535E+01    0.36068E-01    0.80097E-08    0.33709E-09    0.70000E+00
    3    0.19058E-06    0.37939E-06    0.67215E-08    0.51712E+03    0.16914E+01    0.24535E-01    0.35194E-08    0.14195E-09    0.70000E+00
    4    0.19058E-06    0.37939E-06    0.64128E-08    0.29373E+03    0.96652E+00    0.13588E-01    0.20146E-08    0.75671E-10    0.70000E+00
    5    0.19058E-06    0.37939E-06    0.62720E-08    0.18745E+03    0.55846E+00    0.64718E-02    0.13136E-08    0.45940E-10    0.70000E+00
    6    0.19059E-06    0.37939E-06    0.61918E-08    0.12972E+03    0.32639E+00    0.27365E-02    0.92629E-09    0.30300E-10    0.70000E+00
    7    0.19059E-06    0.37940E-06    0.61464E-08    0.95247E+02    0.19428E+00    0.11144E-02    0.68962E-09    0.21180E-10    0.70000E+00
    8    0.19059E-06    0.37940E-06    0.61140E-08    0.73128E+02    0.11942E+00    0.52293E-03    0.53354E-09    0.15459E-10    0.70000E+00
    9    0.19059E-06    0.37941E-06    0.60949E-08    0.58125E+02    0.77508E-01    0.32092E-03    0.42550E-09    0.11670E-10    0.70000E+00
   10    0.19060E-06    0.37941E-06    0.60789E-08    0.47476E+02    0.54411E-01    0.22822E-03    0.34722E-09    0.90512E-11    0.70000E+00
   11    0.19060E-06    0.37942E-06    0.60531E-08    0.39651E+02    0.41849E-01    0.16346E-03    0.28813E-09    0.72114E-11    0.70000E+00
   12    0.19060E-06    0.37943E-06    0.60222E-08    0.33726E+02    0.34964E-01    0.11752E-03    0.24255E-09    0.58129E-11    0.70000E+00
   13    0.19061E-06    0.37943E-06    0.59940E-08    0.29122E+02    0.30973E-01    0.90984E-04    0.20693E-09    0.47708E-11    0.70000E+00
   14    0.19061E-06    0.37944E-06    0.59740E-08    0.25465E+02    0.28383E-01    0.78603E-04    0.17874E-09    0.39526E-11    0.70000E+00
   15    0.19061E-06    0.37945E-06    0.59648E-08    0.22515E+02    0.26442E-01    0.73051E-04    0.15616E-09    0.33179E-11    0.70000E+00
   16    0.19062E-06    0.37946E-06    0.59673E-08    0.20099E+02    0.24797E-01    0.69966E-04    0.13784E-09    0.28154E-11    0.70000E+00
   17    0.19062E-06    0.37947E-06    0.59803E-08    0.18087E+02    0.23313E-01    0.68513E-04    0.12279E-09    0.24101E-11    0.70000E+00
   18    0.19063E-06    0.37948E-06    0.60012E-08    0.16394E+02    0.21976E-01    0.69345E-04    0.11025E-09    0.20764E-11    0.70000E+00
   19    0.19063E-06    0.37949E-06    0.60260E-08    0.14956E+02    0.20794E-01    0.72405E-04    0.99638E-10    0.18015E-11    0.70000E+00
   20    0.19064E-06    0.37950E-06    0.60494E-08    0.13721E+02    0.19768E-01    0.77303E-04    0.90498E-10    0.15735E-11    0.70000E+00
   21    0.19064E-06    0.37951E-06    0.60664E-08    0.12653E+02    0.18890E-01    0.83316E-04    0.82503E-10    0.13835E-11    0.70000E+00
   22    0.19065E-06    0.37952E-06    0.60774E-08    0.11723E+02    0.18139E-01    0.89762E-04    0.75465E-10    0.12223E-11    0.70000E+00
   23    0.19066E-06    0.37953E-06    0.60835E-08    0.10907E+02    0.17473E-01    0.96480E-04    0.69246E-10    0.10846E-11    0.70000E+00
   24    0.19066E-06    0.37955E-06    0.60861E-08    0.10185E+02    0.16848E-01    0.10341E-03    0.63734E-10    0.96607E-12    0.70000E+00
   25    0.19067E-06    0.37956E-06    0.60863E-08    0.95437E+01    0.16238E-01    0.11044E-03    0.58833E-10    0.86437E-12    0.70000E+00
   26    0.19068E-06    0.37957E-06    0.60848E-08    0.89729E+01    0.15624E-01    0.11743E-03    0.54461E-10    0.77732E-12    0.70000E+00
   27    0.19068E-06    0.37959E-06    0.60825E-08    0.84610E+01    0.14992E-01    0.12439E-03    0.50552E-10    0.70197E-12    0.70000E+00
   28    0.19069E-06    0.37960E-06    0.60800E-08    0.79984E+01    0.14338E-01    0.13134E-03    0.47047E-10    0.63526E-12    0.70000E+00
   29    0.19070E-06    0.37962E-06    0.60779E-08    0.75791E+01    0.13669E-01    0.13833E-03    0.43895E-10    0.57621E-12    0.70000E+00
   30    0.19071E-06    0.37963E-06    0.60766E-08    0.71984E+01    0.12997E-01    0.14543E-03    0.41054E-10    0.52420E-12    0.70000E+00
