    2    0.84447E-07    0.16894E-06    0.40350E-08    0.10914E+04    0.29535E+01    0.36068E-01    0.42255E-08    0.33709E-09    0.40000E+00
    3    0.84447E-07    0.16894E-06    0.35245E-08    0.51712E+03    0.16914E+01    0.24535E-01    0.18454E-08    0.14195E-09    0.40000E+00
    4    0.84447E-07    0.16894E-06    0.33565E-08    0.29373E+03    0.96652E+00    0.13588E-01    0.10545E-08    0.75671E-10    0.40000E+00
    5    0.84447E-07    0.16894E-06    0.32796E-08    0.18745E+03    0.55846E+00    0.64716E-02    0.68689E-09    0.45940E-10    0.40000E+00
    6    0.84447E-07    0.16894E-06    0.32366E-08    0.12972E+03    0.32639E+00    0.27363E-02    0.48420E-09    0.30300E-10    0.40000E+00
    7    0.84447E-07    0.16894E-06    0.32119E-08    0.95247E+02    0.19428E+00    0.11142E-02    0.36038E-09    0.21180E-10    0.40000E+00
    8    0.84448E-07    0.16894E-06    0.31949E-08    0.73128E+02    0.11942E+00    0.52272E-03    0.27881E-09    0.15459E-10    0.40000E+00
    9    0.84448E-07    0.16894E-06    0.31846E-08    0.58125E+02    0.77508E-01    0.32071E-03    0.22232E-09    0.11670E-10    0.40000E+00
   10    0.84448E-07    0.16894E-06    0.31764E-08    0.47476E+02    0.54411E-01    0.22801E-03    0.18143E-09    0.90512E-11    0.40000E+00
   11    0.84448E-07    0.16894E-06    0.31632E-08    0.39651E+02    0.41849E-01    0.16325E-03    0.15057E-09    0.72114E-11    0.40000E+00
   12    0.84449E-07    0.16895E-06    0.31473E-08    0.33726E+02    0.34964E-01    0.11731E-03    0.12676E-09    0.58129E-11    0.40000E+00
   13    0.84449E-07    0.16895E-06    0.31329E-08    0.29122E+02    0.30973E-01    0.90773E-04    0.10816E-09    0.47708E-11    0.40000E+00
   14    0.84449E-07    0.16895E-06    0.31226E-08    0.25465E+02    0.28383E-01    0.78392E-04    0.93427E-10    0.39526E-11    0.40000E+00
   15    0.84450E-07    0.16895E-06    0.31179E-08    0.22515E+02    0.26442E-01    0.72840E-04    0.81627E-10    0.33179E-11    0.40000E+00
   16    0.84450E-07    0.16895E-06    0.31193E-08    0.20099E+02    0.24797E-01    0.69755E-04    0.72056E-10    0.28154E-11    0.40000E+00
   17    0.84450E-07    0.16895E-06    0.31262E-08    0.18087E+02    0.23313E-01    0.68302E-04    0.64190E-10    0.24101E-11    0.40000E+00
   18    0.84451E-07    0.16895E-06    0.31371E-08    0.16394E+02    0.21976E-01    0.69134E-04    0.57635E-10    0.20764E-11    0.40000E+00
   19    0.84451E-07    0.16895E-06    0.31501E-08    0.14956E+02    0.20794E-01    0.72194E-04    0.52087E-10    0.18015E-11    0.40000E+00
   20    0.84452E-07    0.16895E-06    0.31624E-08    0.13721E+02    0.19768E-01    0.77093E-04    0.47310E-10    0.15735E-11    0.40000E+00
   21    0.84452E-07    0.16895E-06    0.31714E-08    0.12653E+02    0.18890E-01    0.83105E-04    0.43131E-10    0.13835E-11    0.40000E+00
   22    0.84453E-07    0.16895E-06    0.31772E-08    0.11723E+02    0.18139E-01    0.89552E-04    0.39453E-10    0.12223E-11    0.40000E+00
   23    0.84453E-07    0.16895E-06    0.31806E-08    0.10907E+02    0.17473E-01    0.96269E-04    0.36203E-10    0.10846E-11    0.40000E+00
   24    0.84454E-07    0.16896E-06    0.31821E-08    0.10185E+02    0.16848E-01    0.10320E-03    0.33323E-10    0.96607E-12    0.40000E+00
   25    0.84454E-07    0.16896E-06    0.31823E-08    0.95437E+01    0.16238E-01    0.11023E-03    0.30762E-10    0.86437E-12    0.40000E+00
   26    0.84455E-07    0.16896E-06    0.31817E-08    0.89729E+01    0.15624E-01    0.11722E-03    0.28477E-10    0.77732E-12    0.40000E+00
   27    0.84456E-07    0.16896E-06    0.31807E-08    0.84610E+01    0.14992E-01    0.12418E-03    0.26435E-10    0.70197E-12    0.40000E+00
   28    0.84456E-07    0.16896E-06    0.31795E-08    0.79984E+01    0.14338E-01    0.13113E-03    0.24603E-10    0.63526E-12    0.40000E+00
   29    0.84457E-07    0.16896E-06    0.31786E-08    0.75791E+01    0.13669E-01    0.13812E-03    0.22956E-10    0.57621E-12    0.40000E+00
   30    0.84458E-07    0.16896E-06    0.31780E-08    0.71984E+01    0.12997E-01    0.14522E-03    0.21471E-10    0.52420E-12    0.40000E+00
