# ell |  empty |  empty |  Nl^dd CMBxCMB for cmb-only (last 500 from optLitecore-120)
2 0 0 1.0543e-08
3 0 0 9.1359e-09
4 0 0 8.6737e-09
5 0 0 8.4602e-09
6 0 0 8.3434e-09
7 0 0 8.2724e-09
8 0 0 8.2262e-09
9 0 0 8.1947e-09
10 0 0 8.1724e-09
11 0 0 8.1562e-09
12 0 0 8.1443e-09
13 0 0 8.1354e-09
14 0 0 8.1288e-09
15 0 0 8.1239e-09
16 0 0 8.1204e-09
17 0 0 8.118e-09
18 0 0 8.1164e-09
19 0 0 8.1156e-09
20 0 0 8.1154e-09
21 0 0 8.1157e-09
22 0 0 8.1165e-09
23 0 0 8.1177e-09
24 0 0 8.1192e-09
25 0 0 8.1211e-09
26 0 0 8.1233e-09
27 0 0 8.1258e-09
28 0 0 8.1286e-09
29 0 0 8.1316e-09
30 0 0 8.1348e-09
31 0 0 8.1382e-09
32 0 0 8.1419e-09
33 0 0 8.1458e-09
34 0 0 8.1499e-09
35 0 0 8.1541e-09
36 0 0 8.1586e-09
37 0 0 8.1632e-09
38 0 0 8.1681e-09
39 0 0 8.1731e-09
40 0 0 8.1783e-09
41 0 0 8.1836e-09
42 0 0 8.1892e-09
43 0 0 8.1949e-09
44 0 0 8.2007e-09
45 0 0 8.2068e-09
46 0 0 8.213e-09
47 0 0 8.2194e-09
48 0 0 8.2259e-09
49 0 0 8.2326e-09
50 0 0 8.2395e-09
51 0 0 8.2465e-09
52 0 0 8.2537e-09
53 0 0 8.261e-09
54 0 0 8.2685e-09
55 0 0 8.2762e-09
56 0 0 8.284e-09
57 0 0 8.292e-09
58 0 0 8.3001e-09
59 0 0 8.3084e-09
60 0 0 8.3168e-09
61 0 0 8.3254e-09
62 0 0 8.3342e-09
63 0 0 8.3431e-09
64 0 0 8.3521e-09
65 0 0 8.3614e-09
66 0 0 8.3707e-09
67 0 0 8.3802e-09
68 0 0 8.3899e-09
69 0 0 8.3997e-09
70 0 0 8.4097e-09
71 0 0 8.4198e-09
72 0 0 8.4301e-09
73 0 0 8.4405e-09
