    2    0.14170E-05    0.28438E-05    0.41126E-06    0.10914E+04    0.29535E+01    0.36071E-01    0.43067E-06    0.33709E-09    0.70000E+00
    3    0.14171E-05    0.28440E-05    0.35564E-06    0.51712E+03    0.16914E+01    0.24537E-01    0.18621E-06    0.14195E-09    0.70000E+00
    4    0.14173E-05    0.28444E-05    0.33617E-06    0.29373E+03    0.96652E+00    0.13590E-01    0.10561E-06    0.75671E-10    0.70000E+00
    5    0.14175E-05    0.28448E-05    0.32889E-06    0.18745E+03    0.55846E+00    0.64743E-02    0.68883E-07    0.45940E-10    0.70000E+00
    6    0.14177E-05    0.28453E-05    0.32342E-06    0.12972E+03    0.32639E+00    0.27389E-02    0.48384E-07    0.30300E-10    0.70000E+00
    7    0.14180E-05    0.28459E-05    0.32137E-06    0.95247E+02    0.19428E+00    0.11168E-02    0.36058E-07    0.21180E-10    0.70000E+00
    8    0.14183E-05    0.28465E-05    0.31884E-06    0.73128E+02    0.11942E+00    0.52540E-03    0.27824E-07    0.15459E-10    0.70000E+00
    9    0.14187E-05    0.28473E-05    0.31813E-06    0.58125E+02    0.77508E-01    0.32339E-03    0.22210E-07    0.11670E-10    0.70000E+00
   10    0.14191E-05    0.28481E-05    0.31664E-06    0.47476E+02    0.54411E-01    0.23069E-03    0.18086E-07    0.90512E-11    0.70000E+00
   11    0.14196E-05    0.28490E-05    0.31440E-06    0.39651E+02    0.41849E-01    0.16593E-03    0.14965E-07    0.72114E-11    0.70000E+00
   12    0.14201E-05    0.28500E-05    0.31209E-06    0.33726E+02    0.34964E-01    0.11999E-03    0.12570E-07    0.58129E-11    0.70000E+00
   13    0.14206E-05    0.28511E-05    0.31012E-06    0.29122E+02    0.30973E-01    0.93456E-04    0.10706E-07    0.47708E-11    0.70000E+00
   14    0.14212E-05    0.28523E-05    0.30877E-06    0.25465E+02    0.28383E-01    0.81076E-04    0.92383E-08    0.39526E-11    0.70000E+00
   15    0.14218E-05    0.28536E-05    0.30815E-06    0.22515E+02    0.26442E-01    0.75525E-04    0.80672E-08    0.33179E-11    0.70000E+00
   16    0.14225E-05    0.28549E-05    0.30827E-06    0.20099E+02    0.24797E-01    0.72441E-04    0.71210E-08    0.28154E-11    0.70000E+00
   17    0.14232E-05    0.28563E-05    0.30904E-06    0.18087E+02    0.23313E-01    0.70989E-04    0.63457E-08    0.24101E-11    0.70000E+00
   18    0.14240E-05    0.28578E-05    0.31029E-06    0.16394E+02    0.21976E-01    0.71823E-04    0.57006E-08    0.20764E-11    0.70000E+00
   19    0.14248E-05    0.28594E-05    0.31174E-06    0.14956E+02    0.20794E-01    0.74885E-04    0.51546E-08    0.18015E-11    0.70000E+00
   20    0.14256E-05    0.28611E-05    0.31308E-06    0.13721E+02    0.19768E-01    0.79785E-04    0.46837E-08    0.15735E-11    0.70000E+00
   21    0.14265E-05    0.28629E-05    0.31401E-06    0.12653E+02    0.18890E-01    0.85799E-04    0.42705E-08    0.13835E-11    0.70000E+00
   22    0.14274E-05    0.28647E-05    0.31452E-06    0.11723E+02    0.18139E-01    0.92248E-04    0.39055E-08    0.12223E-11    0.70000E+00
